,SO2,NO,NO2,O3,VEL,DIR,TEM,HUM,PRE,RAD,LLU,PM10,date,estacion
1115,1.28,0.42,0.81,43.54,1.46,125.2,13.2,100.0,923.0,4.8,0.0,202.13,31-10-2024 04:00 ,12
1116,1.23,0.43,0.8,38.17,1.7,100.82,13.2,100.0,923.0,4.8,0.0,195.93,31-10-2024 04:10 ,12
1117,1.37,0.49,0.81,41.28,2.07,115.29,13.3,100.0,923.0,4.8,0.0,195.92,31-10-2024 04:20 ,12
1118,1.49,0.38,0.9,53.02,2.16,100.67,13.1,100.0,923.0,4.8,0.0,195.92,31-10-2024 04:30 ,12
1119,1.46,0.42,1.01,40.68,0.23,95.35,13.1,100.0,923.0,4.8,0.0,195.91,31-10-2024 04:40 ,12
1120,1.51,0.44,0.91,37.37,0.2,93.69,13.0,100.0,923.0,4.8,0.0,195.91,31-10-2024 04:50 ,12
1121,1.58,0.49,0.89,36.03,0.0,96.01,13.1,100.0,923.0,4.8,0.0,195.92,31-10-2024 05:00 ,12
1122,1.49,0.47,0.85,41.35,1.71,124.97,13.3,100.0,923.0,4.8,0.0,183.81,31-10-2024 05:10 ,12
1123,1.36,0.45,0.77,53.18,2.16,125.63,13.3,100.0,923.02,4.85,0.0,183.44,31-10-2024 05:20 ,12
1124,1.36,0.35,0.84,52.46,2.07,130.01,13.3,100.0,923.02,4.8,0.0,183.44,31-10-2024 05:30 ,12
1125,1.33,0.35,0.87,51.5,1.97,133.95,13.3,100.0,923.05,4.8,0.0,183.44,31-10-2024 05:40 ,12
1126,1.31,0.38,0.81,55.63,2.58,139.94,13.3,100.0,923.47,4.8,0.0,183.43,31-10-2024 05:50 ,12
1127,1.32,0.34,0.75,52.35,2.71,160.38,13.3,100.0,923.2,4.8,0.0,183.44,31-10-2024 06:00 ,12
1128,1.23,0.36,0.75,53.47,2.61,183.38,13.1,100.0,923.7,4.8,0.0,154.85,31-10-2024 06:10 ,12
1129,1.26,0.38,0.71,54.29,3.58,158.26,13.0,100.0,923.77,4.87,0.0,154.63,31-10-2024 06:20 ,12
1130,1.33,0.32,0.73,56.26,3.4,147.55,13.0,100.0,923.89,6.11,0.0,154.63,31-10-2024 06:30 ,12
1131,1.21,0.36,0.71,54.71,3.16,154.69,13.0,100.0,923.97,9.21,0.0,154.63,31-10-2024 06:40 ,12
1132,1.18,0.34,0.67,54.7,2.6,169.57,12.9,100.0,924.0,15.61,0.0,154.63,31-10-2024 06:50 ,12
1133,1.18,0.33,0.7,55.6,3.18,162.81,12.9,100.0,924.0,29.68,0.0,154.63,31-10-2024 07:00 ,12
1134,1.21,0.39,0.77,53.03,3.44,151.3,13.0,100.0,924.0,47.62,0.0,145.3,31-10-2024 07:10 ,12
1135,1.26,0.44,0.81,54.39,3.28,154.47,13.0,100.0,924.0,57.19,0.0,145.03,31-10-2024 07:20 ,12
1136,1.2,0.42,0.87,57.32,4.01,149.69,12.9,100.0,924.0,80.52,0.1,145.03,31-10-2024 07:30 ,12
1137,1.23,0.41,0.71,62.21,3.6,141.52,13.2,100.0,924.0,115.07,0.0,145.03,31-10-2024 07:40 ,12
1138,1.14,0.37,0.62,59.85,2.72,154.26,13.5,100.0,924.0,147.27,0.0,145.03,31-10-2024 07:50 ,12
1139,1.38,0.39,0.8,58.01,1.99,163.79,14.1,100.0,924.0,176.98,0.0,145.03,31-10-2024 08:00 ,12
1140,1.53,0.43,0.84,57.01,2.21,156.8,14.4,100.0,924.0,203.71,0.0,145.04,31-10-2024 08:10 ,12
1141,1.33,0.47,0.89,57.63,2.66,149.47,14.5,100.0,924.0,238.34,0.0,145.28,31-10-2024 08:20 ,12
1142,1.2,0.54,1.09,57.67,1.48,157.34,14.9,100.0,924.01,272.08,0.0,145.28,31-10-2024 08:30 ,12
1143,1.45,0.41,0.87,59.48,2.01,148.06,15.0,100.0,924.21,286.92,0.0,145.27,31-10-2024 08:40 ,12
1144,1.52,0.35,0.84,59.85,1.85,186.86,15.2,100.0,924.3,282.63,0.0,145.27,31-10-2024 08:50 ,12
1145,1.51,0.36,0.88,58.68,1.53,162.98,15.7,100.0,924.75,358.76,0.0,145.27,31-10-2024 09:00 ,12
1146,1.53,0.37,0.92,59.38,2.39,134.88,15.6,100.0,925.0,415.98,0.0,154.57,31-10-2024 09:10 ,12
1147,1.34,0.37,1.03,58.41,1.45,164.06,16.1,100.0,925.0,385.0,0.0,155.11,31-10-2024 09:20 ,12
1148,1.21,0.45,0.93,62.75,2.65,137.18,16.0,97.0,925.0,420.64,0.0,155.1,31-10-2024 09:30 ,12
1149,1.35,0.48,0.96,61.31,3.42,137.2,15.7,94.0,925.0,390.85,0.0,155.09,31-10-2024 09:40 ,12
1150,1.51,0.49,1.18,61.91,3.42,137.6,15.8,93.0,924.91,479.74,0.0,155.09,31-10-2024 09:50 ,12
1151,1.48,0.51,1.37,59.67,3.55,135.73,16.1,90.0,924.51,495.11,0.0,155.09,31-10-2024 10:00 ,12
1152,1.34,0.48,1.43,60.55,3.64,114.25,16.1,87.0,924.3,389.75,0.0,179.79,31-10-2024 10:10 ,12
1153,1.45,0.45,1.45,59.52,2.35,112.58,16.4,87.0,924.19,479.47,0.0,181.43,31-10-2024 10:20 ,12
1154,1.58,0.47,1.39,62.38,2.98,144.87,16.7,85.0,924.93,460.24,0.0,181.39,31-10-2024 10:30 ,12
1155,1.44,0.46,1.37,60.64,2.36,130.54,17.2,86.0,925.0,494.3,0.0,181.33,31-10-2024 10:40 ,12
1156,1.34,0.42,1.52,56.67,2.29,133.67,17.0,88.0,925.0,343.71,0.0,181.32,31-10-2024 10:50 ,12
1157,1.39,0.4,1.53,55.49,2.02,170.71,17.5,88.0,925.0,526.2,0.0,181.33,31-10-2024 11:00 ,12
1158,1.49,0.43,1.35,60.23,3.39,144.9,17.8,86.0,924.97,645.29,0.0,174.08,31-10-2024 11:10 ,12
1159,1.44,0.46,1.25,59.23,3.31,149.15,17.7,86.0,924.91,507.88,0.0,173.99,31-10-2024 11:20 ,12
1160,1.31,0.45,1.27,56.83,2.94,150.92,17.3,88.0,924.34,240.64,0.0,174.02,31-10-2024 11:30 ,12
1161,1.45,0.45,1.23,57.07,1.99,158.13,17.5,90.0,924.0,344.01,0.0,174.06,31-10-2024 11:40 ,12
1162,1.69,0.48,1.24,57.86,3.56,145.08,17.7,88.0,924.0,589.19,0.0,174.05,31-10-2024 11:50 ,12
1163,1.61,0.44,1.14,59.11,3.49,148.55,17.9,86.0,924.0,458.99,0.0,174.05,31-10-2024 12:00 ,12
1164,1.61,0.41,0.93,64.29,2.95,146.92,18.4,81.0,924.0,607.35,0.0,161.47,31-10-2024 12:10 ,12
1165,1.66,0.38,0.89,62.52,2.14,151.48,18.7,78.0,924.0,635.66,0.0,161.05,31-10-2024 12:20 ,12
1166,1.73,0.38,0.99,60.78,2.91,242.1,19.2,74.0,924.0,594.45,0.0,161.05,31-10-2024 12:30 ,12
1167,1.91,0.44,0.83,64.51,2.14,189.44,19.5,74.0,924.0,607.17,0.0,161.05,31-10-2024 12:40 ,12
1168,1.81,0.41,0.77,64.12,3.54,217.52,19.5,71.0,924.0,489.77,0.0,161.06,31-10-2024 12:50 ,12
1169,1.82,0.36,0.91,65.44,4.55,226.46,18.7,72.0,924.0,380.61,0.0,161.07,31-10-2024 13:00 ,12
1170,1.68,0.32,0.84,66.36,3.37,220.32,19.0,74.0,924.0,414.58,0.0,118.61,31-10-2024 13:10 ,12
1171,1.46,0.31,0.78,66.92,4.48,203.6,19.2,70.0,924.0,567.8,0.0,116.49,31-10-2024 13:20 ,12
1172,1.52,0.32,0.64,72.76,4.68,229.84,18.9,67.0,924.0,321.53,0.0,116.49,31-10-2024 13:30 ,12
1173,1.31,0.37,0.52,72.42,4.94,229.02,19.2,67.0,923.99,500.93,0.0,116.49,31-10-2024 13:40 ,12
1174,1.25,0.39,0.59,74.61,4.44,238.36,19.0,66.0,924.0,381.81,0.0,116.49,31-10-2024 13:50 ,12
1175,1.42,0.38,0.55,75.78,5.19,238.93,19.1,65.0,924.0,272.53,0.0,116.49,31-10-2024 14:00 ,12
1176,1.55,0.38,0.41,74.81,5.76,258.06,19.0,64.0,924.0,347.78,0.0,63.22,31-10-2024 14:10 ,12
1177,1.61,0.37,0.46,77.15,5.31,255.39,19.0,63.0,924.0,258.12,0.0,60.31,31-10-2024 14:20 ,12
1178,1.68,0.38,0.42,77.78,5.16,253.68,18.9,64.0,924.0,185.8,0.0,60.31,31-10-2024 14:30 ,12
1179,1.61,0.37,0.42,77.43,4.45,261.39,19.1,64.0,924.0,204.02,0.0,60.31,31-10-2024 14:40 ,12
1180,1.72,0.37,0.47,75.69,4.36,237.45,19.2,64.0,924.0,207.47,0.0,60.31,31-10-2024 14:50 ,12
1181,1.77,0.34,0.59,71.63,3.17,162.65,18.9,70.0,924.0,146.63,0.0,60.32,31-10-2024 15:00 ,12
