,capital,latitud_dec,altitud,num_hab,zona_comarcal,longitud_dec
432,Cabanaquinta/Cabañaquinta,43.16103558,414.0,11768,633305,-5.63476777
433,Allo,42.56734094,422.0,1019,743104,-2.02096998
434,Alloza,40.96934976,670.0,638,624403,-0.53008193
435,Allueva,40.98563654,1200.0,15,624401,-1.04251034
436,Larrión,42.70893341,455.0,840,743102,-2.07596559
437,Almacelles,41.73168979,248.0,6699,692503,0.43774764
438,Almadenejos,38.73889300,523.0,465,681304,-4.71219709
439,Almadrones,40.90109075,1054.0,72,681903,-2.77468075
440,Almadén,38.77570259,582.0,5861,681304,-4.83969634
441,Almadén de la Plata,37.87353684,450.0,1503,614101,-6.07957572
442,Almagro,38.88984134,646.0,9017,681302,-3.71155855
443,Almajano,41.84999184,1052.0,193,674201,-2.33881041
444,Almaluez,41.28972183,821.0,172,674202,-2.26907314
445,Almansa,38.86968811,687.0,25024,680203,-1.09414681
446,Almanza,42.65887610,917.0,580,672401,-5.03587274
447,Almaraz,39.81453225,274.0,1663,701002,-5.67829933
448,Almaraz de Duero,41.47409994,716.0,403,674902,-5.91566795
449,"Almarcha, La",39.68503932,874.0,426,681603,-2.38281385
450,Almargen,37.00211364,510.0,2122,612901,-5.02113921
451,Almarza,41.94781382,1153.0,610,674201,-2.46853304
452,Almarza de Cameros,42.21595126,1061.0,22,762602,-2.59784925
453,Almatret,41.30538097,463.0,333,692503,0.42383283
454,Almazora/Almassora,39.94591018,35.0,25566,771204,-0.06448283
455,Almazul,41.57392547,980.0,88,674202,-2.14622574
456,Almazán,41.48699422,950.0,5744,674202,-2.53291030
457,Almedina,38.62299905,905.0,595,681302,-2.95590124
458,Almedinilla,37.43947257,620.0,2468,611403,-4.09001992
459,Almedíjar,39.87273437,404.0,261,771203,-0.40830291
460,Almegíjar,36.90261248,818.0,361,611803,-3.30032661
461,Almeida de Sayago,41.26621011,780.0,530,674902,-6.07550435
462,Almenar,41.79769309,326.0,3547,692503,0.56808578
463,Almenar de Soria,41.68247959,1019.0,253,674201,-2.20003672
464,Almenara,39.75325705,23.0,6123,771204,-0.22531046
465,Almenara de Adaja,41.21405631,781.0,31,674701,-4.67615700
466,Almenara de Tormes,41.06319014,775.0,261,673701,-5.82270954
467,Almendra,41.22971069,768.0,178,673701,-6.34076470
468,Almendral,38.61467816,320.0,1312,700603,-6.82136683
469,Almendral de la Cañada,40.18406426,630.0,336,684501,-4.73971498
470,Almendralejo,38.68445279,337.0,35014,700603,-6.40778009
471,"Almendro, El",37.50698812,231.0,846,612102,-7.26999069
472,Almendros,39.92099567,869.0,272,681603,-2.88435186
473,Almensilla,37.30889164,42.0,5816,614102,-6.11334069
474,Almería,36.83892362,16.0,193351,610403,-2.46413188
475,Almiserà,38.91635576,145.0,289,774604,-0.28497610
476,Almochuel,41.28018845,276.0,35,625002,-0.54963666
477,Almodóvar del Campo,38.70989004,669.0,6582,681304,-4.17902225
478,Almodóvar del Pinar,39.72560852,994.0,455,681603,-1.90192562
479,Almodóvar del Río,37.80943577,119.0,7977,611402,-5.02076595
480,Almoguera,40.29802922,665.0,1401,681903,-2.98140244
481,Almogía,36.82473079,364.0,3906,612903,-4.54115435
482,Almohaja,40.60510103,1201.0,21,624401,-1.43769514
483,Almoharín,39.17658695,306.0,1943,701004,-6.04384237
484,Almoines,38.94398885,34.0,2300,774604,-0.18134817
485,"Almolda, La",41.55453535,488.0,602,625003,-0.20971283
486,Almonacid de Toledo,39.75317956,713.0,843,684503,-3.85489355
487,Almonacid de Zorita,40.33029908,683.0,740,681903,-2.85268966
488,Almonacid de la Cuba,41.28225409,497.0,244,625002,-0.79261296
489,Almonacid de la Sierra,41.39738034,598.0,752,625002,-1.32393180
490,Almonacid del Marquesado,39.82310810,892.0,456,681603,-2.76850729
491,Almonaster la Real,37.87263100,574.0,1863,612101,-6.78720000
492,Almonte,37.26252304,75.0,23046,612103,-6.51747768
493,Almoradí,38.10977991,10.0,19992,770303,-0.79201713
494,Almorox,40.23314998,535.0,2307,684501,-4.39159110
495,Almoster,41.19796946,285.0,1396,694302,1.11403770
496,Almudaina,38.76155764,570.0,112,770301,-0.35370678
497,Almudévar,42.04438111,426.0,2519,622202,-0.58093381
498,"Almunia de Doña Godina, La",41.47666813,366.0,7836,625002,-1.37464540
499,Almunia de San Juan,41.93566184,348.0,681,622203,0.24479460
500,Almuniente,41.94993824,344.0,528,622203,-0.41021033
501,Almuradiel,38.51426440,802.0,859,681304,-3.49679815
502,Almussafes,39.29004877,10.0,8744,774604,-0.41293657
503,Almuñécar,36.73441423,22.0,27195,611804,-3.69091622
504,Almàssera,39.51227026,11.0,7293,774602,-0.35575170
505,Almáchar,36.80892882,228.0,1890,612904,-4.21608060
506,Almócita,37.00274251,835.0,167,610403,-2.78984397
507,Alobras,40.17841000,1109.0,75,624401,-1.38793341
508,Alocén,40.57458610,954.0,178,681903,-2.75042780
509,Alonsotegi,43.24467414,32.0,2843,754802,-2.98785093
510,Alosno,37.54947646,183.0,4103,612102,-7.11496253
511,Alovera,40.59571722,644.0,12237,681903,-3.24826011
512,Alozaina,36.72826442,385.0,2119,612903,-4.85529513
513,Alp,42.37253273,1161.0,1661,691701,1.88550982
514,Alpandeire,36.63377350,690.0,269,612902,-5.20258909
515,Alpanseque,41.26399199,1111.0,71,674203,-2.67075347
516,Alpartir,41.42195793,497.0,574,625002,-1.38158786
517,Alpedrete,40.65875745,916.0,14005,722801,-4.02378568
518,Alpens,42.11918767,857.0,300,690801,2.10093622
519,Alpera,38.95969094,852.0,2358,680203,-1.23080245
520,Alpeñés,40.79870353,1225.0,19,624401,-1.06560633
521,Alpicat,41.66650616,263.0,6297,692503,0.55526727
522,Alpuente,39.87603328,973.0,695,774601,-1.01327721
523,Mecina-Bombarón,36.98251456,1213.0,1065,611803,-3.15514238
524,"Alqueria d'Asnar, l'",38.77311802,363.0,527,770301,-0.42552267
525,"Alqueria de la Comtessa, l'",38.93653868,25.0,1521,774604,-0.15612690
526,"Alqueries, les/Alquerías del Niño Perdido",39.89489234,24.0,4423,771204,-0.11078598
527,Alquife,37.17960943,1195.0,701,611802,-3.11612282
528,Alquézar,42.17235218,657.0,297,622202,0.02773606
529,Alsodux,37.00135999,309.0,131,610403,-2.59464638
530,València d'Àneu,42.63436767,1084.0,416,692502,1.11090417
531,Altable,42.60308288,715.0,49,670902,-3.07810504
532,Altafulla,41.14181475,36.0,4988,694303,1.37651077
533,Altarejos,39.91246073,883.0,183,681603,-2.35613584
534,Altea,38.59892497,60.0,22518,770301,-0.05144236
535,Altorricón,41.80356286,263.0,1477,622203,0.41430272
536,Dobro,42.80759204,1019.0,157,670901,-3.63301961
537,Altsasu/Alsasua,42.89495157,531.0,7612,743102,-2.17054551
538,Altura,39.85068214,389.0,3670,771203,-0.51064045
539,Altzaga,43.06424680,279.0,165,752002,-2.15349925
540,Altzo,43.09922008,217.0,400,752002,-2.08335458
541,Alustante,40.61642277,1398.0,186,681902,-1.65887289
542,Alzira,39.14944832,16.0,44518,774604,-0.43554456
543,Alàs,42.35170341,769.0,356,692502,1.50844498
544,Alájar,37.87387884,573.0,798,612101,-6.66548899
545,Alía,39.44932584,581.0,936,701004,-5.21711245
546,Alòs de Balaguer,41.91190245,292.0,126,692503,0.96103348
547,Amavida,40.57148196,1163.0,154,670502,-5.06123239
548,Amayuelas de Arriba,42.21161381,793.0,39,673402,-4.48934981
549,Ambel,41.79541553,587.0,258,625002,-1.61781100
550,Ambite,40.33178686,679.0,607,722803,-3.17875526
551,Amer,42.01007358,186.0,2281,691702,2.60180784
552,Bertamiráns,42.86186045,36.0,29975,711503,-8.64653468
553,"Ametlla de Mar, L'",40.88500221,20.0,7303,694304,0.80032416
554,"Ametlla del Vallès, L'",41.67042597,292.0,8283,690803,2.26255520
555,Ameyugo,42.65622713,551.0,101,670902,-3.06108867
556,Amezketa,43.04428733,208.0,968,752002,-2.08294675
557,Sames,43.26919915,223.0,758,633305,-5.12832295
558,Amoeiro,42.41328711,431.0,2274,713201,-7.94839447
559,Amorebieta,43.21819018,64.0,18579,754802,-2.73512007
560,Elexalde,43.32608979,184.0,417,754801,-2.51299327
561,"Ampolla, L'",40.81252965,10.0,3479,694304,0.70877628
562,Amposta,40.71038830,8.0,21197,694304,0.57831025
563,Ampudia,41.91628637,790.0,638,673402,-4.78100575
564,Ampuero,43.34347017,11.0,4228,663903,-3.41576314
565,Amurrio,43.05427776,219.0,10239,750101,-3.00007326
566,Amusco,42.17311585,772.0,447,673402,-4.47026072
567,Amusquillo,41.74858422,774.0,114,674701,-4.30251896
568,Zudaire,42.77454842,576.0,764,743102,-2.13371305
569,Anadón,40.98181711,1113.0,24,624402,-0.98347787
570,Anaya,40.99057435,889.0,118,674001,-4.30828795
571,Anaya de Alba,40.72821716,878.0,212,673701,-5.49313584
572,Anchuelo,40.46579490,756.0,1211,722802,-3.26974566
573,Anchuras,39.47944668,549.0,342,681301,-4.83658844
574,Ancín/Antzin,42.66017562,489.0,385,743102,-2.18719865
575,Andavías,41.59717549,693.0,447,674902,-5.85617929
576,Andilla,39.83590084,898.0,364,774601,-0.81348901
577,Andoain,43.21980681,69.0,14655,752001,-2.01998488
578,Andorra,40.97509431,716.0,8148,624403,-0.44371856
579,Andosilla,42.37783310,316.0,2779,743104,-1.94206689
580,Andratx,39.57698567,99.0,10806,645404,2.42166738
581,Andújar,38.03712706,211.0,38549,612301,-4.05408787
582,Anento,41.06972963,921.0,105,625002,-1.33328459
583,Anglesola,41.65892599,335.0,1360,692503,1.08197550
584,Anglès,41.95671537,163.0,5606,691702,2.63929213
585,Anguciana,42.57393008,473.0,462,762601,-2.90017001
586,Anguiano,42.26131120,661.0,545,762602,-2.76414946
587,Anguita,41.02574633,1120.0,206,681901,-2.36795961
588,Anguix,41.75274276,807.0,117,670904,-3.93108325
589,Angón,41.06576639,996.0,17,681901,-2.85655197
590,Angüés,42.11133682,544.0,404,622202,-0.15348143
591,Cotillo,43.20234934,264.0,327,663903,-4.00482775
592,Aniñón,41.44499163,727.0,757,625002,-1.70372366
593,Anna,39.02174984,197.0,2655,774603,-0.64427404
594,Anoeta,43.16125092,76.0,1893,752002,-2.07074006
595,Anquela del Ducado,40.97096151,1192.0,74,681901,-2.12943843
596,Anquela del Pedregal,40.74408402,1284.0,19,681902,-1.73659036
597,Ansoáin/Antsoain,42.83395631,454.0,10861,743102,-1.64497536
598,Ansó,42.75466320,858.0,436,622201,-0.82888346
599,Antas,37.24459175,108.0,3161,610401,-1.91715315
600,Antas de Ulla,42.78180950,556.0,2152,712702,-7.88938796
601,Antella,39.07941331,42.0,1343,774604,-0.59190021
602,Antequera,37.01422150,570.0,41430,612901,-4.55804451
603,Antigua,28.42163330,254.0,11643,659201,-14.01328308
604,"Antigua, La",42.17935586,754.0,430,672403,-5.68998617
605,Antigüedad,41.94594369,827.0,378,673402,-4.11829968
606,Antillón,42.03663837,514.0,153,622202,-0.16479389
607,Antzuola,43.09807343,236.0,2193,752002,-2.38135844
608,Olague,42.96274567,550.0,462,743102,-1.61706149
609,Aoiz/Agoitz,42.78637979,508.0,2629,743102,-1.37008483
610,Arabayona de Mógica,41.04734390,856.0,408,673701,-5.38598528
611,Aracena,37.88949450,732.0,7859,612101,-6.56158282
612,Arafo,28.33856062,445.0,5464,659603,-16.41680736
613,Aragüés del Puerto,42.70647570,971.0,123,622201,-0.67072675
614,Arahal,37.26265472,114.0,19585,614102,-5.54476269
615,Arahuetes,41.13780531,1092.0,42,674002,-3.85695035
616,Arribe,43.03778887,221.0,533,743102,-1.98428356
617,Elexalde,43.15402278,138.0,144,754802,-2.93391223
618,Egiarreta,42.92596117,489.0,941,743102,-1.84791404
619,Arama,43.06338109,169.0,217,752002,-2.16555897
620,Ibarra,43.05119653,333.0,1478,750101,-2.56540037
621,Aranarache/Aranaratxe,42.77935473,782.0,77,743102,-2.22892726
622,Arancón,41.79938037,1064.0,92,674201,-2.28015782
623,Aranda de Duero,41.67155079,798.0,33065,670904,-3.68924298
624,Aranda de Moncayo,41.57856435,908.0,186,625002,-1.79270089
625,Arandilla,41.73768375,882.0,179,670904,-3.43000594
626,Arandilla del Arroyo,40.51035241,890.0,17,681601,-2.38492574
627,Ponte Aranga,43.23503062,304.0,2033,711503,-8.01505533
628,Mutilva/Mutiloa,42.78898523,618.0,8982,743102,-1.53544196
629,Aranjuez,40.03340145,495.0,57792,722803,-3.60279693
630,Arano,43.19928558,443.0,111,743101,-1.89468634
631,Arantza,43.19554783,270.0,629,743101,-1.72659589
632,Zelaia,43.15673097,95.0,380,754802,-2.79058946
633,Aranzueque,40.49175606,692.0,436,681903,-3.07856760
634,Arapiles,40.89413145,838.0,632,673701,-5.64470392
635,Aras,42.56224867,636.0,184,743104,-2.35545852
636,Aras de los Olmos,39.92415610,935.0,386,774601,-1.13281495
637,Arauzo de Miel,41.85988019,998.0,367,670904,-3.38774946
638,Arauzo de Salce,41.81994191,943.0,62,670904,-3.41128952
639,Arauzo de Torre,41.79796650,922.0,82,670904,-3.42318598
640,Arañuel,40.07115662,406.0,181,771203,-0.48134427
641,Arbancón,40.96486367,903.0,158,681903,-3.11456085
642,Arbeca,41.54175336,333.0,2389,692503,0.92304973
643,Arbeteta,40.66968505,991.0,31,681903,-2.40264230
644,Arbizu,42.91560894,493.0,1117,743102,-2.03940644
645,"Pazo, O",42.11276572,113.0,2904,713603,-8.31474568
646,Arboleas,37.35116011,270.0,4698,610401,-2.07546460
647,Arbolí,41.24259405,717.0,105,694305,0.94876764
648,"Arboç, L'",41.26839503,165.0,5515,694303,1.60391460
649,Arbúcies,41.81608880,287.0,6481,691702,2.51366963
650,Arcas,39.98852404,960.0,1594,681602,-2.11495294
651,Nagore,42.85106165,586.0,282,743103,-1.37441604
652,Arcediano,41.09245804,823.0,110,673701,-5.56092738
653,Arcenillas,41.45680727,697.0,406,674902,-5.68659088
654,Archena,38.11297565,104.0,18570,733003,-1.29845137
655,Archidona,37.09717349,722.0,8577,612901,-4.39031416
656,Arcicóllar,40.05432548,546.0,798,684502,-4.11529442
657,"Arco, El",41.10987483,776.0,89,673701,-5.82478090
658,Arconada,42.33115269,821.0,46,673402,-4.49738609
659,Arcones,41.11850136,1149.0,233,674002,-3.72430091
660,Arcos,42.26469460,850.0,1525,670904,-3.75669789
661,Arcos de Jalón,41.21342108,828.0,1707,674203,-2.27251266
662,Arcos de la Frontera,36.74821011,181.0,31250,611102,-5.80640518
663,Arcos de la Polvorosa,41.94410524,697.0,253,674902,-5.69876292
664,Arcos de la Sierra,40.34698523,1000.0,94,681602,-2.11347366
665,Arcos de las Salinas,39.99120690,1075.0,100,624402,-1.04367383
666,"Arcos, Los",42.56871797,444.0,1167,743104,-2.19276342
667,Ardales,36.87640909,452.0,2555,612902,-4.84547635
668,Ardisa,42.20125723,434.0,70,625001,-0.75940594
669,Ardón,42.43587793,783.0,611,672403,-5.55809203
670,Areatza,43.12130193,140.0,1211,754802,-2.76980093
671,Arellano,42.60719407,655.0,184,743102,-2.04587356
672,"Arenal, El",40.26521196,888.0,1004,670503,-5.08685361
673,Arenales de San Gregorio,39.30831710,645.0,673,681302,-3.03027646
674,Arenas,36.81604305,417.0,1282,612904,-4.04415190
675,Arenas de Iguña,43.18687862,174.0,1775,663903,-4.05008204
676,Arenas de San Juan,39.21983601,625.0,1089,681301,-3.50172696
677,Arenas de San Pedro,40.20868842,507.0,6754,670503,-5.09114610
678,Arenas del Rey,36.95781442,874.0,1913,611801,-3.89435636
679,Arenillas,41.34698772,1100.0,33,674203,-2.84619177
680,Arenillas de Riopisuerga,42.35737202,790.0,179,670904,-4.23380772
681,Arens de Lledó,40.99320586,384.0,208,624403,0.27120727
682,Arenys de Mar,41.58055665,13.0,15307,690804,2.54953867
683,Arenys de Munt,41.60908914,121.0,8654,690804,2.53985948
684,Arenzana de Abajo,42.38657492,542.0,243,762601,-2.71945802
685,Arenzana de Arriba,42.38786292,598.0,32,762601,-2.69491180
686,Ares,43.42507755,4.0,5741,711501,-8.24540078
687,Ares del Maestrat,40.45651086,1188.0,210,771201,-0.13128445
688,Areso,43.08123561,460.0,266,743102,-1.95120774
689,Aretxabaleta,43.03338141,248.0,6995,752002,-2.50292256
690,Arevalillo,40.58706309,1130.0,87,670502,-5.37199751
691,Arevalillo de Cega,41.16162985,1042.0,29,674001,-3.88924045
692,Argamasilla de Alba,39.12851546,672.0,7201,681302,-3.09152014
693,Argamasilla de Calatrava,38.72750860,675.0,5997,681303,-4.08095292
694,Arganda del Rey,40.30073423,613.0,55307,722802,-3.43911167
695,Arganza,42.64078006,598.0,881,672402,-6.68397151
696,Argavieso,42.05359850,481.0,107,622202,-0.27901269
697,Argañín,41.43887349,738.0,78,674902,-6.21018393
698,Argecilla,40.88303465,962.0,70,681903,-2.81868274
699,Argelaguer,42.21307792,182.0,425,691702,2.64194856
700,Argelita,40.05392682,309.0,91,771203,-0.35031484
701,Argente,40.68891357,1252.0,217,624401,-1.16304427
702,"Argentera, L'",41.13745524,343.0,146,694305,0.90976361
703,Argentona,41.55414605,87.0,11963,690804,2.40073304
704,Argençola,41.59766695,741.0,212,690803,1.44349093
705,Argoños,43.45719679,7.0,1705,663901,-3.49157158
706,Arguedas,42.17748866,269.0,2313,743104,-1.59752473
707,Arguis,42.31455060,1038.0,125,622202,-0.43895493
708,Arguisuelas,39.83199991,1044.0,126,681602,-1.82059159
709,Argujillo,41.31174394,769.0,288,674902,-5.58708952
710,Argés,39.80686787,653.0,5900,684503,-4.05751580
711,Aria,42.95267621,836.0,55,743103,-1.26669446
712,Ariany,39.65016306,115.0,903,645403,3.11196402
713,Aribe,42.94338315,701.0,44,743103,-1.26313131
714,Arico,28.17736039,361.0,7670,659603,-16.47913862
715,Arija,42.99388092,843.0,153,670901,-3.94498769
716,Ariza,41.31268123,749.0,1185,625002,-2.05613753
717,Ariño,41.03002049,522.0,775,624403,-0.59215017
718,Arjona,37.93559892,458.0,5732,612303,-4.05446885
719,Arjonilla,37.97424310,346.0,3764,612303,-4.10757675
720,Arlanzón,42.32256610,996.0,442,670905,-3.45701844
721,Armallones,40.73555878,1208.0,60,681903,-2.30201419
722,Armañanzas,42.56020263,493.0,61,743104,-2.28542084
723,"Armentera, L'",42.17199929,6.0,901,691703,3.07498075
724,Armenteros,40.59292861,1043.0,315,673701,-5.44917699
725,Armilla,37.14031436,675.0,23175,611801,-3.62690297
726,Armiñón,42.72326199,467.0,250,750102,-2.87183475
727,Armuña,41.07786019,905.0,238,674001,-4.31865871
728,Armuña de Almanzora,37.34982202,630.0,332,610401,-2.41135555
729,Armuña de Tajuña,40.53057136,709.0,231,681903,-3.03201066
730,Arnedillo,42.21176132,655.0,482,762602,-2.23509419
731,Arnedo,42.22815991,525.0,14551,762601,-2.09983984
732,Arnes,40.91008347,509.0,474,694301,0.26106031
733,Outeiro Cruz,42.24342759,76.0,1040,713202,-8.13555586
734,Arnuero,43.47288982,53.0,2107,663901,-3.56287832
735,Aroche,37.94521471,404.0,3205,612101,-6.95381063
736,Arona,28.09912229,616.0,79890,659603,-16.67960607
737,Arquillinos,41.71001257,673.0,120,674902,-5.65769302
738,Arquillos,38.18199961,380.0,1900,612301,-3.43144008
739,Arrabalde,42.10799415,773.0,262,674902,-5.89316541
740,Maeztu/Maestu,42.74000217,658.0,714,750102,-2.44663872
741,Arrancacepas,40.30419845,936.0,26,681601,-2.35834834
742,Arene,43.17055957,112.0,974,754802,-2.92586038
743,Arrasate/Mondragón,43.06529670,217.0,22052,752002,-2.49099614
744,Loiola,43.30524234,42.0,398,754801,-2.64115701
745,Durana,42.89116171,528.0,994,750102,-2.63878816
746,Arraya de Oca,42.41577325,925.0,47,670905,-3.39813809
747,Arrecife,28.96023609,6.0,56880,659101,-13.55151880
748,Arredondo,43.27501140,165.0,507,663903,-3.60215372
749,Arres de Jos,42.75645993,1264.0,73,692501,0.70982318
750,Arriate,36.79859734,597.0,4125,612902,-5.14178234
751,Libao,43.34156216,205.0,573,754801,-2.76809082
752,Arrigorriaga,43.20562043,58.0,12374,754802,-2.88839541
753,Arroba de los Montes,39.15348315,620.0,459,681301,-4.54340516
754,Arroyo de San Serván,38.85331478,225.0,4195,700601,-6.45460038
755,Arroyo de la Encomienda,41.60910756,690.0,17572,674701,-4.79780564
756,Arroyo de la Luz,39.48397105,348.0,6101,701003,-6.58507863
757,Arroyo de las Fraguas,41.10314971,1213.0,30,681901,-3.12944677
758,Arroyo del Ojanco,38.32105086,540.0,2455,612302,-2.89316834
759,Arroyomolinos,39.18507241,396.0,827,701004,-6.16330401
760,Arroyomolinos,40.26819762,601.0,25374,722803,-3.91935505
761,Arroyomolinos de León,38.02628837,600.0,998,612101,-6.42109767
762,Arroyomolinos de la Vera,40.05287948,618.0,474,701001,-5.85544297
763,Arruazu,42.92259157,469.0,111,743102,-1.99992837
764,Arróniz,42.58908691,563.0,1078,743104,-2.09050108
765,Arrúbal,42.43517649,355.0,474,762601,-2.25177142
766,Arsèguel,42.35067187,949.0,81,692502,1.58407217
767,Artajona,42.58872781,411.0,1697,743102,-1.76474649
768,Artana,39.89131118,260.0,1994,771204,-0.25684102
769,Artazu,42.69200445,451.0,118,743102,-1.83889938
770,Herriko Plaza,43.13309768,125.0,775,754802,-2.78328121
771,"Baiuca, A",43.30348137,28.0,30857,711501,-8.50466524
772,Artenara,28.01838212,1189.0,1180,659004,-15.64495210
773,Artesa de Lleida,41.55176243,204.0,1508,692503,0.70439548
774,Artesa de Segre,41.89634532,319.0,3656,692503,1.04788657
775,Artieda,42.58686200,645.0,86,625001,-0.98337165
776,San Miguel de Linares,43.25143423,342.0,722,754802,-3.22045771
777,Artziniega,43.12084358,210.0,1818,750101,-3.12791718
778,Artà,39.69596180,143.0,7382,645402,3.35420478
779,Artés,41.79963300,339.0,5661,690802,1.95102866
780,Arucas,28.11709976,237.0,37056,659001,-15.52148745
781,Arzúa,42.92824102,391.0,6261,711503,-8.16333040
782,Arándiga,41.51118036,460.0,369,625002,-1.50172330
